processed_at,source,destination,category,confidence,method,legal_domain,authority,title,metadata_path
2026-08-06T21:04:37.602272+00:00,D:\Nova Legal\Indian Legal\raw\NotiCustodian2520of2520Enemy2520Property612E_2909145B15D.pdf,D:\Nova Legal\Indian Legal\Category\notifications\NotiCustodian2520of2520Enemy2520Property612E_2909145B15D.pdf,notifications,0.7091,rules,service_law,notification,_REGD. NO. D.L.-33004/99,D:\Nova Legal\Indian Legal\Category\notifications\NotiCustodian2520of2520Enemy2520Property612E_2909145B15D.pdf.metadata.json
2026-08-06T21:04:55.416729+00:00,D:\Nova Legal\Indian Legal\raw\NotiDeputyCustodianofEnemyProperty613E_2909145B15D.pdf,D:\Nova Legal\Indian Legal\Category\unclassified\NotiDeputyCustodianofEnemyProperty613E_2909145B15D.pdf,unclassified,0.5674,rules,service_law,unknown,[a0 ave 3(i)] ANA Fl UTI: sae,D:\Nova Legal\Indian Legal\Category\unclassified\NotiDeputyCustodianofEnemyProperty613E_2909145B15D.pdf.metadata.json
2026-08-06T21:04:57.793549+00:00,D:\Nova Legal\Indian Legal\raw\Notification_061020205B15D.pdf,D:\Nova Legal\Indian Legal\Category\notifications\Notification_061020205B15D.pdf,notifications,0.8815,rules,general_or_mixed,notification,रजिस्ट्री सं. डी.एल.- 33004/99,D:\Nova Legal\Indian Legal\Category\notifications\Notification_061020205B15D.pdf.metadata.json
2026-08-06T21:05:03.380256+00:00,D:\Nova Legal\Indian Legal\raw\NotificationCivilServicesAmedmentRule_0807165B15D.pdf,D:\Nova Legal\Indian Legal\Category\notifications\NotificationCivilServicesAmedmentRule_0807165B15D.pdf,notifications,0.8649,rules,general_or_mixed,notification,"[To be published in the Gazette of India, Part-I, Section 3, Sub-section (i)|",D:\Nova Legal\Indian Legal\Category\notifications\NotificationCivilServicesAmedmentRule_0807165B15D.pdf.metadata.json
2026-08-06T21:05:07.630305+00:00,D:\Nova Legal\Indian Legal\raw\NotiSikhGurdwarasActAmendment_1205165B15D.PDF,D:\Nova Legal\Indian Legal\Category\amendment_acts\NotiSikhGurdwarasActAmendment_1205165B15D.PDF,amendment_acts,0.776,rules,general_or_mixed,central_act,"et He Ste We—(T7)04/0007/2003-—16 REGISTERED NO, DL—(N)04/0007/2003—16",D:\Nova Legal\Indian Legal\Category\amendment_acts\NotiSikhGurdwarasActAmendment_1205165B15D.PDF.metadata.json
2026-08-06T21:05:10.052539+00:00,D:\Nova Legal\Indian Legal\raw\NSGAct19865B15D.pdf,D:\Nova Legal\Indian Legal\Category\central_acts\NSGAct19865B15D.pdf,central_acts,0.68,rules,partnership_law,central_act,"THE NATIONAL SECURITY GUARD ACT, 1986",D:\Nova Legal\Indian Legal\Category\central_acts\NSGAct19865B15D.pdf.metadata.json
2026-08-06T21:05:12.395574+00:00,D:\Nova Legal\Indian Legal\raw\NSGRules19875B15D.pdf,D:\Nova Legal\Indian Legal\Category\rules\NSGRules19875B15D.pdf,rules,0.7184,rules,partnership_law,rules,MINISTRY OF HOME AFFAIRS,D:\Nova Legal\Indian Legal\Category\rules\NSGRules19875B15D.pdf.metadata.json
2026-08-06T21:05:18.902306+00:00,D:\Nova Legal\Indian Legal\raw\odishaAlterationAct20115B15D.pdf,D:\Nova Legal\Indian Legal\Category\ordinances\odishaAlterationAct20115B15D.pdf,ordinances,0.6298,rules,general_or_mixed,central_act,tare He Se Ter—(7)04/0007/2003—11 REGISTERED NO. DL—(N)04/0007/2003—11,D:\Nova Legal\Indian Legal\Category\ordinances\odishaAlterationAct20115B15D.pdf.metadata.json
2026-08-06T21:05:23.373874+00:00,D:\Nova Legal\Indian Legal\raw\Official_Secret_Act19235B15D.pdf,D:\Nova Legal\Indian Legal\Category\central_acts\Official_Secret_Act19235B15D.pdf,central_acts,0.6345,rules,partnership_law,central_act,"Act Name : THE OFFICIAL SECRETS ACT, 1923",D:\Nova Legal\Indian Legal\Category\central_acts\Official_Secret_Act19235B15D.pdf.metadata.json
2026-08-06T21:05:49.836218+00:00,D:\Nova Legal\Indian Legal\raw\OSA25201923_25042017_05B15D.pdf,D:\Nova Legal\Indian Legal\Category\unclassified\OSA25201923_25042017_05B15D.pdf,unclassified,0.0,rules,general_or_mixed,unknown,"meat Ta aT SHaaA, 1923",D:\Nova Legal\Indian Legal\Category\unclassified\OSA25201923_25042017_05B15D.pdf.metadata.json
2026-08-06T21:05:53.339714+00:00,D:\Nova Legal\Indian Legal\raw\Paper_4_Business_Law_&_Management_CSEET_18122025.pdf,D:\Nova Legal\Indian Legal\Category\bills\Paper_4_Business_Law_&_Management_CSEET_18122025.pdf,bills,0.7187,rules,partnership_law,unknown,STUDY MATERIAL,D:\Nova Legal\Indian Legal\Category\bills\Paper_4_Business_Law_&_Management_CSEET_18122025.pdf.metadata.json
2026-08-06T21:05:55.710025+00:00,D:\Nova Legal\Indian Legal\raw\PDPPA2C19845B15D.pdf,D:\Nova Legal\Indian Legal\Category\ordinances\PDPPA2C19845B15D.pdf,ordinances,0.6653,rules,criminal_law,central_act,An Act to provide for prevention of damage to public property and for matters connected,D:\Nova Legal\Indian Legal\Category\ordinances\PDPPA2C19845B15D.pdf.metadata.json
2026-08-06T21:06:00.165987+00:00,D:\Nova Legal\Indian Legal\raw\PlaceWorshipAct19915B15D.pdf,D:\Nova Legal\Indian Legal\Category\central_acts\PlaceWorshipAct19915B15D.pdf,central_acts,0.898,rules,criminal_law,central_act,"The Place of Worship(Special Provisions) Act, 1991",D:\Nova Legal\Indian Legal\Category\central_acts\PlaceWorshipAct19915B15D.pdf.metadata.json
2026-08-06T21:06:02.509916+00:00,D:\Nova Legal\Indian Legal\raw\PMS04082026CRLA6302026_163343.pdf,D:\Nova Legal\Indian Legal\Category\constitution_and_constitutional_documents\PMS04082026CRLA6302026_163343.pdf,constitution_and_constitutional_documents,0.712,rules,criminal_law,constitution,CRL.A. 630/2026,D:\Nova Legal\Indian Legal\Category\constitution_and_constitutional_documents\PMS04082026CRLA6302026_163343.pdf.metadata.json
2026-08-06T21:06:20.871557+00:00,D:\Nova Legal\Indian Legal\raw\Pondicherry_Rule_180520175B15D.PDF,D:\Nova Legal\Indian Legal\Category\unclassified\Pondicherry_Rule_180520175B15D.PDF,unclassified,0.5217,rules,general_or_mixed,unknown,Government of Puducherry,D:\Nova Legal\Indian Legal\Category\unclassified\Pondicherry_Rule_180520175B15D.PDF.metadata.json
2026-08-06T21:06:23.089925+00:00,D:\Nova Legal\Indian Legal\raw\PptEntryAct19205B15D.pdf,D:\Nova Legal\Indian Legal\Category\central_acts\PptEntryAct19205B15D.pdf,central_acts,0.7851,rules,criminal_law,central_act,VOL. IV-B,D:\Nova Legal\Indian Legal\Category\central_acts\PptEntryAct19205B15D.pdf.metadata.json
2026-08-06T21:06:27.524530+00:00,D:\Nova Legal\Indian Legal\raw\President_emoluments_act1951_UPDATED_5B15D.pdf,D:\Nova Legal\Indian Legal\Category\amendment_acts\President_emoluments_act1951_UPDATED_5B15D.pdf,amendment_acts,0.728,rules,family_law,central_act,"THE PRESIDENT’S 1^(EMOLUMENTS AND) PENSION ACT, 1951",D:\Nova Legal\Indian Legal\Category\amendment_acts\President_emoluments_act1951_UPDATED_5B15D.pdf.metadata.json
2026-08-06T21:06:32.023587+00:00,D:\Nova Legal\Indian Legal\raw\PresidentPensionRulesupto2018_090820185B15D.pdf,D:\Nova Legal\Indian Legal\Category\unclassified\PresidentPensionRulesupto2018_090820185B15D.pdf,unclassified,0.5766,rules,family_law,unknown,MINISTRY OF HOME AFFAIRS,D:\Nova Legal\Indian Legal\Category\unclassified\PresidentPensionRulesupto2018_090820185B15D.pdf.metadata.json
2026-08-06T21:06:34.149534+00:00,D:\Nova Legal\Indian Legal\raw\PresidentsActupto2018_090820185B15D.pdf,D:\Nova Legal\Indian Legal\Category\amendment_acts\PresidentsActupto2018_090820185B15D.pdf,amendment_acts,0.728,rules,family_law,central_act,"THE PRESIDENT’S 1^(EMOLUMENTS AND) PENSION ACT, 1951",D:\Nova Legal\Indian Legal\Category\amendment_acts\PresidentsActupto2018_090820185B15D.pdf.metadata.json
2026-08-06T21:06:38.409692+00:00,D:\Nova Legal\Indian Legal\raw\Prevention_Insults_National_Honour_Act1971.pdf,D:\Nova Legal\Indian Legal\Category\constitution_and_constitutional_documents\Prevention_Insults_National_Honour_Act1971.pdf,constitution_and_constitutional_documents,0.68,rules,constitutional_law,constitution,"THE PREVENTION OF INSULTS TO NATIONAL HONOUR ACT, 1971",D:\Nova Legal\Indian Legal\Category\constitution_and_constitutional_documents\Prevention_Insults_National_Honour_Act1971.pdf.metadata.json
2026-08-06T21:06:40.727581+00:00,D:\Nova Legal\Indian Legal\raw\Prisons_act18945B15D.pdf,D:\Nova Legal\Indian Legal\Category\central_acts\Prisons_act18945B15D.pdf,central_acts,0.7173,rules,labour_and_employment_law,central_act,GOVERNMENT OF INDIA,D:\Nova Legal\Indian Legal\Category\central_acts\Prisons_act18945B15D.pdf.metadata.json
2026-08-06T21:06:45.309757+00:00,D:\Nova Legal\Indian Legal\raw\pro_for_04.08.2026.pdf,D:\Nova Legal\Indian Legal\Category\unclassified\pro_for_04.08.2026.pdf,unclassified,0.5376,rules,intellectual_property_law,unknown,04.08.2026,D:\Nova Legal\Indian Legal\Category\unclassified\pro_for_04.08.2026.pdf.metadata.json
2026-08-06T21:06:47.499407+00:00,D:\Nova Legal\Indian Legal\raw\pro_for_06.08.2026.pdf,D:\Nova Legal\Indian Legal\Category\unclassified\pro_for_06.08.2026.pdf,unclassified,0.5376,rules,criminal_law,unknown,06.08.2026,D:\Nova Legal\Indian Legal\Category\unclassified\pro_for_06.08.2026.pdf.metadata.json
2026-08-06T21:06:49.703514+00:00,D:\Nova Legal\Indian Legal\raw\Protection2520of2520HR2520Act19935B15D.pdf,D:\Nova Legal\Indian Legal\Category\high_court_orders\Protection2520of2520HR2520Act19935B15D.pdf,high_court_orders,0.6298,rules,criminal_law,high_court,"THE PROTECTION OF HUMAN RIGHTS ACT, 1993",D:\Nova Legal\Indian Legal\Category\high_court_orders\Protection2520of2520HR2520Act19935B15D.pdf.metadata.json
2026-08-06T21:06:52.019647+00:00,D:\Nova Legal\Indian Legal\raw\PS_Agencies_Regulation_Act20055B15D.pdf,D:\Nova Legal\Indian Legal\Category\central_acts\PS_Agencies_Regulation_Act20055B15D.pdf,central_acts,0.776,rules,labour_and_employment_law,central_act,"THE PRIVATE SECURITY AGENCIES (REGULATION) ACT, 2005",D:\Nova Legal\Indian Legal\Category\central_acts\PS_Agencies_Regulation_Act20055B15D.pdf.metadata.json
2026-08-06T21:07:05.709109+00:00,D:\Nova Legal\Indian Legal\raw\PublicProDamgeAct_200515_05B15D.pdf,D:\Nova Legal\Indian Legal\Category\central_acts\PublicProDamgeAct_200515_05B15D.pdf,central_acts,0.68,rules,criminal_law,central_act,F No. 24013/12/C.C./2013-CSR.III,D:\Nova Legal\Indian Legal\Category\central_acts\PublicProDamgeAct_200515_05B15D.pdf.metadata.json
2026-08-06T21:07:08.141218+00:00,D:\Nova Legal\Indian Legal\raw\rbd_act_19695B15D.pdf,D:\Nova Legal\Indian Legal\Category\central_acts\rbd_act_19695B15D.pdf,central_acts,0.776,rules,family_law,central_act,"The Registration of Births and Deaths Act, 1969",D:\Nova Legal\Indian Legal\Category\central_acts\rbd_act_19695B15D.pdf.metadata.json
2026-08-06T21:07:10.387834+00:00,D:\Nova Legal\Indian Legal\raw\ReligiousInstitutionsAct19885B15D.pdf,D:\Nova Legal\Indian Legal\Category\ordinances\ReligiousInstitutionsAct19885B15D.pdf,ordinances,0.6831,rules,criminal_law,central_act,and com-,D:\Nova Legal\Indian Legal\Category\ordinances\ReligiousInstitutionsAct19885B15D.pdf.metadata.json
2026-08-06T21:07:12.661228+00:00,D:\Nova Legal\Indian Legal\raw\RepatriationofPrisAct-20035B15D.pdf,D:\Nova Legal\Indian Legal\Category\central_acts\RepatriationofPrisAct-20035B15D.pdf,central_acts,0.6345,rules,criminal_law,central_act,REGISTERED No.DL-(N)04/0007/2003-05,D:\Nova Legal\Indian Legal\Category\central_acts\RepatriationofPrisAct-20035B15D.pdf.metadata.json
2026-08-06T21:07:17.029083+00:00,D:\Nova Legal\Indian Legal\raw\RepatriationRules20045B15D.pdf,D:\Nova Legal\Indian Legal\Category\unclassified\RepatriationRules20045B15D.pdf,unclassified,0.5217,rules,criminal_law,unknown,THE GAZETTE OF INDIA,D:\Nova Legal\Indian Legal\Category\unclassified\RepatriationRules20045B15D.pdf.metadata.json
2026-08-06T21:07:19.439104+00:00,D:\Nova Legal\Indian Legal\raw\repealedfileopen.pdf,D:\Nova Legal\Indian Legal\Category\notifications\repealedfileopen.pdf,notifications,0.7818,rules,criminal_law,notification,THE INDIAN PENAL CODE,D:\Nova Legal\Indian Legal\Category\notifications\repealedfileopen.pdf.metadata.json
2026-08-06T21:07:26.438936+00:00,D:\Nova Legal\Indian Legal\raw\RRU_201120205B15D.pdf,D:\Nova Legal\Indian Legal\Category\office_memoranda\RRU_201120205B15D.pdf,office_memoranda,0.6831,rules,partnership_law,unknown,File No. 23011/93/2020-BPR&D,D:\Nova Legal\Indian Legal\Category\office_memoranda\RRU_201120205B15D.pdf.metadata.json
2026-08-06T21:07:40.308837+00:00,D:\Nova Legal\Indian Legal\raw\RulesBharatRatna26PadmaAwards_0_0.pdf,D:\Nova Legal\Indian Legal\Category\unclassified\RulesBharatRatna26PadmaAwards_0_0.pdf,unclassified,0.584,rules,service_law,unknown,AWNE». T,D:\Nova Legal\Indian Legal\Category\unclassified\RulesBharatRatna26PadmaAwards_0_0.pdf.metadata.json
2026-08-06T21:07:48.808968+00:00,D:\Nova Legal\Indian Legal\raw\Section220oftheFinanceAct_2018_091020205B15D.pdf,D:\Nova Legal\Indian Legal\Category\unclassified\Section220oftheFinanceAct_2018_091020205B15D.pdf,unclassified,0.5947,rules,tax_law,unknown,tfsret ae Se Weie—(T7)04/0007/2003—18 REGISTERED NO. DL—(N)04/0007/2003—18,D:\Nova Legal\Indian Legal\Category\unclassified\Section220oftheFinanceAct_2018_091020205B15D.pdf.metadata.json
2026-08-06T21:07:55.629615+00:00,D:\Nova Legal\Indian Legal\raw\Section236oftheFinanceAct_2016_091020205B15D.pdf,D:\Nova Legal\Indian Legal\Category\central_acts\Section236oftheFinanceAct_2016_091020205B15D.pdf,central_acts,0.6721,rules,general_or_mixed,central_act,tsret He Se Uer—(wA)04/0007/2003—16 REGISTERED NO. DL—(N)04/0007/2003—16,D:\Nova Legal\Indian Legal\Category\central_acts\Section236oftheFinanceAct_2016_091020205B15D.pdf.metadata.json
2026-08-06T21:08:12.333454+00:00,D:\Nova Legal\Indian Legal\raw\Sikh2520Gurdwaras2520Board2520Election2520Rules2C252019595B15D.PDF,D:\Nova Legal\Indian Legal\Category\rules\Sikh2520Gurdwaras2520Board2520Election2520Rules2C252019595B15D.PDF,rules,0.7184,rules,constitutional_law,rules,"'THE SIKH GURDWARAS BOARD ELECTION RULES, 1959",D:\Nova Legal\Indian Legal\Category\rules\Sikh2520Gurdwaras2520Board2520Election2520Rules2C252019595B15D.PDF.metadata.json
2026-08-06T21:08:14.732738+00:00,D:\Nova Legal\Indian Legal\raw\Sikh_Gurrdwara_Act19255B15D.pdf,D:\Nova Legal\Indian Legal\Category\central_acts\Sikh_Gurrdwara_Act19255B15D.pdf,central_acts,0.7217,rules,family_law,central_act,1925: Pb. Act VIII.] SIKH GURDWARAS,D:\Nova Legal\Indian Legal\Category\central_acts\Sikh_Gurrdwara_Act19255B15D.pdf.metadata.json
2026-08-06T21:08:17.082698+00:00,D:\Nova Legal\Indian Legal\raw\SSB-Act20075B15D.pdf,D:\Nova Legal\Indian Legal\Category\central_acts\SSB-Act20075B15D.pdf,central_acts,0.6345,rules,partnership_law,central_act,MINISTRY OF LAW AND JUSTICE,D:\Nova Legal\Indian Legal\Category\central_acts\SSB-Act20075B15D.pdf.metadata.json
2026-08-06T21:08:19.443581+00:00,D:\Nova Legal\Indian Legal\raw\SSB-Rule20095B15D.pdf,D:\Nova Legal\Indian Legal\Category\rules\SSB-Rule20095B15D.pdf,rules,0.776,rules,partnership_law,rules,Page 1 of 110,D:\Nova Legal\Indian Legal\Category\rules\SSB-Rule20095B15D.pdf.metadata.json
2026-08-06T21:08:21.644250+00:00,D:\Nova Legal\Indian Legal\raw\STATE_EMBLEM_ACT2005.pdf,D:\Nova Legal\Indian Legal\Category\unclassified\STATE_EMBLEM_ACT2005.pdf,unclassified,0.5968,rules,intellectual_property_law,unknown,"THE STATE EMBLEM OF INDIA (PROHIBITION OF IMPROPER USE) ACT, 2005",D:\Nova Legal\Indian Legal\Category\unclassified\STATE_EMBLEM_ACT2005.pdf.metadata.json
2026-08-06T21:08:24.208478+00:00,D:\Nova Legal\Indian Legal\raw\StateEmblemRules-2010_05B15D.pdf,D:\Nova Legal\Indian Legal\Category\unclassified\StateEmblemRules-2010_05B15D.pdf,unclassified,0.49,rules,general_or_mixed,unknown,StateEmblemRules-2010_05B15D,D:\Nova Legal\Indian Legal\Category\unclassified\StateEmblemRules-2010_05B15D.pdf.metadata.json
2026-08-06T21:08:26.598494+00:00,D:\Nova Legal\Indian Legal\raw\tender_no._12382_27.07.2026.pdf,D:\Nova Legal\Indian Legal\Category\high_court_orders\tender_no._12382_27.07.2026.pdf,high_court_orders,0.6831,rules,partnership_law,high_court,IN THE HIGH COURT OF DELHI AT NEW DERill,D:\Nova Legal\Indian Legal\Category\high_court_orders\tender_no._12382_27.07.2026.pdf.metadata.json
2026-08-06T21:08:28.981224+00:00,D:\Nova Legal\Indian Legal\raw\The2520Armed2520Forces252028Jammu2520and2520Kashmir292520Special2520Powers2520Act2C252019905B15D.pdf,D:\Nova Legal\Indian Legal\Category\central_acts\The2520Armed2520Forces252028Jammu2520and2520Kashmir292520Special2520Powers2520Act2C252019905B15D.pdf,central_acts,0.7217,rules,constitutional_law,central_act,THE ARMED FORCES (JAMMU AND KASHMIR),D:\Nova Legal\Indian Legal\Category\central_acts\The2520Armed2520Forces252028Jammu2520and2520Kashmir292520Special2520Powers2520Act2C252019905B15D.pdf.metadata.json
2026-08-06T21:08:31.283779+00:00,D:\Nova Legal\Indian Legal\raw\The2520Bombay2520Reorganisation2520Act25201960_2706145B15D.pdf,D:\Nova Legal\Indian Legal\Category\central_acts\The2520Bombay2520Reorganisation2520Act25201960_2706145B15D.pdf,central_acts,0.712,rules,general_or_mixed,central_act,"THE BOMBAY REORGANISATION ACT, 1960",D:\Nova Legal\Indian Legal\Category\central_acts\The2520Bombay2520Reorganisation2520Act25201960_2706145B15D.pdf.metadata.json
2026-08-06T21:08:35.808531+00:00,D:\Nova Legal\Indian Legal\raw\The2520Disaster2520Management2520Act2C252020055B15D.pdf,D:\Nova Legal\Indian Legal\Category\central_acts\The2520Disaster2520Management2520Act2C252020055B15D.pdf,central_acts,0.6939,rules,tax_law,central_act,"THE DISASTER MANAGEMENT ACT, 2005",D:\Nova Legal\Indian Legal\Category\central_acts\The2520Disaster2520Management2520Act2C252020055B15D.pdf.metadata.json
2026-08-06T21:08:42.293044+00:00,D:\Nova Legal\Indian Legal\raw\The2520National2520Investigation2520Agency252028Manner2520of2520Constitution292520Rules2C25202008252028English2520262520Hindi295B15D.pdf,D:\Nova Legal\Indian Legal\Category\notifications\The2520National2520Investigation2520Agency252028Manner2520of2520Constitution292520Rules2C25202008252028English2520262520Hindi295B15D.pdf,notifications,0.8545,rules,criminal_law,notification,Carat Wo Sto Weto~33004/99,D:\Nova Legal\Indian Legal\Category\notifications\The2520National2520Investigation2520Agency252028Manner2520of2520Constitution292520Rules2C25202008252028English2520262520Hindi295B15D.pdf.metadata.json
2026-08-06T21:08:44.743460+00:00,D:\Nova Legal\Indian Legal\raw\The2520National2520Investigation2520Agency2520Act2C25202008252028English295B15D.pdf,D:\Nova Legal\Indian Legal\Category\central_acts\The2520National2520Investigation2520Agency2520Act2C25202008252028English295B15D.pdf,central_acts,0.8052,rules,criminal_law,central_act,"THE NATIONAL INVESTIGATION AGENCY ACT, 2008",D:\Nova Legal\Indian Legal\Category\central_acts\The2520National2520Investigation2520Agency2520Act2C25202008252028English295B15D.pdf.metadata.json
2026-08-06T21:08:49.910138+00:00,D:\Nova Legal\Indian Legal\raw\The2520Procedure2520for2520Admission2520and2520Disposal2520of2520Application2520Rules2C252020045B15D.pdf,D:\Nova Legal\Indian Legal\Category\notifications\The2520Procedure2520for2520Admission2520and2520Disposal2520of2520Application2520Rules2C252020045B15D.pdf,notifications,0.8255,rules,general_or_mixed,notification,Hhpey Zp TRP-23004/99 REGD. NO. D.L..-33004/99,D:\Nova Legal\Indian Legal\Category\notifications\The2520Procedure2520for2520Admission2520and2520Disposal2520of2520Application2520Rules2C252020045B15D.pdf.metadata.json
2026-08-06T21:08:54.347385+00:00,D:\Nova Legal\Indian Legal\raw\The2520Qualifications2520for2520the2520members2520of2520the2520Review2520Committee2520Rules2C252020045B15D.pdf,D:\Nova Legal\Indian Legal\Category\notifications\The2520Qualifications2520for2520the2520members2520of2520the2520Review2520Committee2520Rules2C252020045B15D.pdf,notifications,0.8691,rules,general_or_mixed,notification,ae Rs NW DS eee ees aee ae le,D:\Nova Legal\Indian Legal\Category\notifications\The2520Qualifications2520for2520the2520members2520of2520the2520Review2520Committee2520Rules2C252020045B15D.pdf.metadata.json
2026-08-06T21:08:56.663894+00:00,D:\Nova Legal\Indian Legal\raw\The2520State2520Reorganisation2520Act25201956_2706145B15D.pdf,D:\Nova Legal\Indian Legal\Category\unclassified\The2520State2520Reorganisation2520Act25201956_2706145B15D.pdf,unclassified,0.612,rules,general_or_mixed,unknown,"THE STATES REORGANISATION ACT, 1956",D:\Nova Legal\Indian Legal\Category\unclassified\The2520State2520Reorganisation2520Act25201956_2706145B15D.pdf.metadata.json
2026-08-06T21:09:04.178336+00:00,D:\Nova Legal\Indian Legal\raw\The2520Unlawful2520Activities252028Prevention29252028Recommendation2520and2520Sanction2520of2520Prosecution292520Rules2C25202008252028English2520262520Hindi295B15D.pdf,D:\Nova Legal\Indian Legal\Category\unclassified\The2520Unlawful2520Activities252028Prevention29252028Recommendation2520and2520Sanction2520of2520Prosecution292520Rules2C25202008252028English2520262520Hindi295B15D.pdf,unclassified,0.476,rules,criminal_law,unknown,Cast Wo Sto TeIo-33004/99,D:\Nova Legal\Indian Legal\Category\unclassified\The2520Unlawful2520Activities252028Prevention29252028Recommendation2520and2520Sanction2520of2520Prosecution292520Rules2C25202008252028English2520262520Hindi295B15D.pdf.metadata.json
2026-08-06T21:09:06.688170+00:00,D:\Nova Legal\Indian Legal\raw\The2520Unlawful2520Activities252028Prevention292520Act2C25201967252028English295B15D.pdf,D:\Nova Legal\Indian Legal\Category\central_acts\The2520Unlawful2520Activities252028Prevention292520Act2C25201967252028English295B15D.pdf,central_acts,0.7774,rules,partnership_law,central_act,"THE UNLAWFUL ACTIVITIES (PREVENTION) ACT, 1967",D:\Nova Legal\Indian Legal\Category\central_acts\The2520Unlawful2520Activities252028Prevention292520Act2C25201967252028English295B15D.pdf.metadata.json
2026-08-06T21:09:28.947758+00:00,D:\Nova Legal\Indian Legal\raw\The2520Unlawful2520Activities252028Prevention292520Amendment2520Act2C25202004252028English295B15D.pdf,D:\Nova Legal\Indian Legal\Category\unclassified\The2520Unlawful2520Activities252028Prevention292520Amendment2520Act2C25202004252028English295B15D.pdf,unclassified,0.476,rules,criminal_law,unknown,ee /2003—05 REGISTERED NO. DL—(N)04/0007/2003—05,D:\Nova Legal\Indian Legal\Category\unclassified\The2520Unlawful2520Activities252028Prevention292520Amendment2520Act2C25202004252028English295B15D.pdf.metadata.json
2026-08-06T21:09:45.077595+00:00,D:\Nova Legal\Indian Legal\raw\The2520Unlawful2520Activities252028Prevention292520Amendment2520Act2C25202008252028English295B15D.pdf,D:\Nova Legal\Indian Legal\Category\amendment_acts\The2520Unlawful2520Activities252028Prevention292520Amendment2520Act2C25202008252028English295B15D.pdf,amendment_acts,0.776,rules,criminal_law,central_act,37 of 1967.,D:\Nova Legal\Indian Legal\Category\amendment_acts\The2520Unlawful2520Activities252028Prevention292520Amendment2520Act2C25202008252028English295B15D.pdf.metadata.json
2026-08-06T21:09:58.169436+00:00,D:\Nova Legal\Indian Legal\raw\The2520Unlawful2520Activities252028Prevention292520Amendment2520Act2C25202012252028English295B15D.pdf,D:\Nova Legal\Indian Legal\Category\amendment_acts\The2520Unlawful2520Activities252028Prevention292520Amendment2520Act2C25202012252028English295B15D.pdf,amendment_acts,0.728,rules,partnership_law,central_act,37 of 1967.,D:\Nova Legal\Indian Legal\Category\amendment_acts\The2520Unlawful2520Activities252028Prevention292520Amendment2520Act2C25202012252028English295B15D.pdf.metadata.json
2026-08-06T21:10:05.127356+00:00,D:\Nova Legal\Indian Legal\raw\The2520Unlawful2520Activities252028Prevention292520Rules2C25201968252028English295B15D.pdf,D:\Nova Legal\Indian Legal\Category\unclassified\The2520Unlawful2520Activities252028Prevention292520Rules2C25201968252028English295B15D.pdf,unclassified,0.476,rules,evidence_law,unknown,Thtert Go Wo 321 REGISTERED No. D. 221,D:\Nova Legal\Indian Legal\Category\unclassified\The2520Unlawful2520Activities252028Prevention292520Rules2C25201968252028English295B15D.pdf.metadata.json
2026-08-06T21:10:07.367456+00:00,D:\Nova Legal\Indian Legal\raw\The_Registration_of_Foreigners_Act_19395B15D.pdf,D:\Nova Legal\Indian Legal\Category\notifications\The_Registration_of_Foreigners_Act_19395B15D.pdf,notifications,0.7527,rules,evidence_law,notification,"THE REGISTRATION OF FOREIGNERS ACT, 1939",D:\Nova Legal\Indian Legal\Category\notifications\The_Registration_of_Foreigners_Act_19395B15D.pdf.metadata.json
2026-08-06T21:10:49.190123+00:00,D:\Nova Legal\Indian Legal\raw\TheArmsRules19625B15D.pdf,D:\Nova Legal\Indian Legal\Category\rules\TheArmsRules19625B15D.pdf,rules,0.7184,rules,environmental_law,rules,"THE ARMS RULES, 1962!",D:\Nova Legal\Indian Legal\Category\rules\TheArmsRules19625B15D.pdf.metadata.json
2026-08-06T21:10:51.897085+00:00,D:\Nova Legal\Indian Legal\raw\TheCCP28Amendment29Act2C20055B15D.pdf,D:\Nova Legal\Indian Legal\Category\central_acts\TheCCP28Amendment29Act2C20055B15D.pdf,central_acts,0.68,rules,criminal_law,central_act,"THE CODE OF CRIMINAL PROCEDURE (AMENDMENT) ACT, 2005",D:\Nova Legal\Indian Legal\Category\central_acts\TheCCP28Amendment29Act2C20055B15D.pdf.metadata.json
2026-08-06T21:11:11.389055+00:00,D:\Nova Legal\Indian Legal\raw\TheCitizenshipRules2009_02012025.pdf,D:\Nova Legal\Indian Legal\Category\unclassified\TheCitizenshipRules2009_02012025.pdf,unclassified,0.49,rules,partnership_law,unknown,"Aad ao Slo WeIo-33004/99 REGD. NO, D. L.-33004/99",D:\Nova Legal\Indian Legal\Category\unclassified\TheCitizenshipRules2009_02012025.pdf.metadata.json
2026-08-06T21:11:13.768885+00:00,D:\Nova Legal\Indian Legal\raw\TheCommissionsOfInquiryRules2C19725B15D.pdf,D:\Nova Legal\Indian Legal\Category\rules\TheCommissionsOfInquiryRules2C19725B15D.pdf,rules,0.7184,rules,tax_law,rules,"THE COMMISSIONS OF INQUIRY (CENTRAL) RULES, 1972",D:\Nova Legal\Indian Legal\Category\rules\TheCommissionsOfInquiryRules2C19725B15D.pdf.metadata.json
