processed_at,source,destination,category,confidence,method,legal_domain,authority,title,metadata_path
2026-08-06T21:11:17.700990+00:00,D:\Nova Legal\Indian Legal\raw\TheConst96AndmtAct20115B15D.pdf,D:\Nova Legal\Indian Legal\Category\constitution_and_constitutional_documents\TheConst96AndmtAct20115B15D.pdf,constitution_and_constitutional_documents,0.68,rules,constitutional_law,constitution,tarest We Pe Uet-—(wA7)04/0007/2003—-11 REGISTERED NO. DL—(N)04/0007/2003—11,D:\Nova Legal\Indian Legal\Category\constitution_and_constitutional_documents\TheConst96AndmtAct20115B15D.pdf.metadata.json
2026-08-06T21:11:59.535190+00:00,D:\Nova Legal\Indian Legal\raw\TheCrimnalLaw0304135B15D.pdf,D:\Nova Legal\Indian Legal\Category\amendment_acts\TheCrimnalLaw0304135B15D.pdf,amendment_acts,0.808,rules,criminal_law,central_act,ast de Se WeI—(HA)04/0007/2003—13 REGISTERED NO. DL—(N)04/0007/2603—13,D:\Nova Legal\Indian Legal\Category\amendment_acts\TheCrimnalLaw0304135B15D.pdf.metadata.json
2026-08-06T21:12:59.470113+00:00,D:\Nova Legal\Indian Legal\raw\TheEnemypropertyAct2C19685B15D.pdf,D:\Nova Legal\Indian Legal\Category\central_acts\TheEnemypropertyAct2C19685B15D.pdf,central_acts,0.68,rules,partnership_law,central_act,A prt a. 221,D:\Nova Legal\Indian Legal\Category\central_acts\TheEnemypropertyAct2C19685B15D.pdf.metadata.json
2026-08-06T21:13:01.778868+00:00,D:\Nova Legal\Indian Legal\raw\TheForeignContributionAmendmentAct_2020_091020205B15D.pdf,D:\Nova Legal\Indian Legal\Category\amendment_acts\TheForeignContributionAmendmentAct_2020_091020205B15D.pdf,amendment_acts,0.728,rules,criminal_law,central_act,THE FOREIGN CONTRIBUTION (REGULATION),D:\Nova Legal\Indian Legal\Category\amendment_acts\TheForeignContributionAmendmentAct_2020_091020205B15D.pdf.metadata.json
2026-08-06T21:13:04.108406+00:00,D:\Nova Legal\Indian Legal\raw\TheForeignersAct19465B15D.pdf,D:\Nova Legal\Indian Legal\Category\notifications\TheForeignersAct19465B15D.pdf,notifications,0.7091,rules,family_law,notification,"Act Name : THE FOREIGNERS ACT, 1946",D:\Nova Legal\Indian Legal\Category\notifications\TheForeignersAct19465B15D.pdf.metadata.json
2026-08-06T21:13:06.559629+00:00,D:\Nova Legal\Indian Legal\raw\THENATIONALINVESTIGATIONAGENCYACT2008_03032020_05B15D.pdf,D:\Nova Legal\Indian Legal\Category\central_acts\THENATIONALINVESTIGATIONAGENCYACT2008_03032020_05B15D.pdf,central_acts,0.68,rules,criminal_law,central_act,"THE NATIONAL INVESTIGATION AGENCY (AMENDMENT) ACT, 2019",D:\Nova Legal\Indian Legal\Category\central_acts\THENATIONALINVESTIGATIONAGENCYACT2008_03032020_05B15D.pdf.metadata.json
2026-08-06T21:13:08.729474+00:00,D:\Nova Legal\Indian Legal\raw\ThePunjabSpecialPowersAct19565B15D.pdf,D:\Nova Legal\Indian Legal\Category\central_acts\ThePunjabSpecialPowersAct19565B15D.pdf,central_acts,1.0,rules,partnership_law,central_act,THE PUNJAB SPECIAL POWERS (PRESS),D:\Nova Legal\Indian Legal\Category\central_acts\ThePunjabSpecialPowersAct19565B15D.pdf.metadata.json
2026-08-06T21:13:11.154781+00:00,D:\Nova Legal\Indian Legal\raw\TheRashtriyaRakshaUniversityAct2020_05012021_15B15D.pdf,D:\Nova Legal\Indian Legal\Category\ordinances\TheRashtriyaRakshaUniversityAct2020_05012021_15B15D.pdf,ordinances,0.6298,rules,family_law,central_act,"THE RASHTRIYA RAKSHA UNIVERSITY ACT, 2020",D:\Nova Legal\Indian Legal\Category\ordinances\TheRashtriyaRakshaUniversityAct2020_05012021_15B15D.pdf.metadata.json
2026-08-06T21:13:13.441973+00:00,D:\Nova Legal\Indian Legal\raw\Transfer_prisoners_act19505B15D.pdf,D:\Nova Legal\Indian Legal\Category\repealing_and_amending_acts\Transfer_prisoners_act19505B15D.pdf,repealing_and_amending_acts,0.728,rules,general_or_mixed,central_act,"[THE] TRANSFER OF PRISONERS ACT, 1950",D:\Nova Legal\Indian Legal\Category\repealing_and_amending_acts\Transfer_prisoners_act19505B15D.pdf.metadata.json
2026-08-06T21:13:18.041249+00:00,D:\Nova Legal\Indian Legal\raw\UpdatedGovernorsRules1987_051120185B15D.pdf,D:\Nova Legal\Indian Legal\Category\rules\UpdatedGovernorsRules1987_051120185B15D.pdf,rules,0.744,rules,family_law,rules,Government of India,D:\Nova Legal\Indian Legal\Category\rules\UpdatedGovernorsRules1987_051120185B15D.pdf.metadata.json
2026-08-06T21:13:20.371022+00:00,D:\Nova Legal\Indian Legal\raw\UpdatedPresidentPensionRules1962_110520185B15D.pdf,D:\Nova Legal\Indian Legal\Category\unclassified\UpdatedPresidentPensionRules1962_110520185B15D.pdf,unclassified,0.5766,rules,family_law,unknown,MINISTRY OF HOME AFFAIRS,D:\Nova Legal\Indian Legal\Category\unclassified\UpdatedPresidentPensionRules1962_110520185B15D.pdf.metadata.json
2026-08-06T21:13:22.659580+00:00,D:\Nova Legal\Indian Legal\raw\UpdatedVicePresidentRules1999_11052018_15B15D.pdf,D:\Nova Legal\Indian Legal\Category\unclassified\UpdatedVicePresidentRules1999_11052018_15B15D.pdf,unclassified,0.5766,rules,family_law,unknown,MINISTRY OF HOME AFFAIRS,D:\Nova Legal\Indian Legal\Category\unclassified\UpdatedVicePresidentRules1999_11052018_15B15D.pdf.metadata.json
2026-08-06T21:14:07.281173+00:00,D:\Nova Legal\Indian Legal\raw\UPReogAct2000_1309135B15D.PDF,D:\Nova Legal\Indian Legal\Category\unclassified\UPReogAct2000_1309135B15D.PDF,unclassified,0.612,rules,banking_and_finance_law,unknown,terest He Stouee-33004 / 2000,D:\Nova Legal\Indian Legal\Category\unclassified\UPReogAct2000_1309135B15D.PDF.metadata.json
2026-08-06T21:14:12.458302+00:00,D:\Nova Legal\Indian Legal\raw\userGuide.pdf,D:\Nova Legal\Indian Legal\Category\unclassified\userGuide.pdf,unclassified,0.0,rules,family_law,unknown,Search Tips for Searching India Code,D:\Nova Legal\Indian Legal\Category\unclassified\userGuide.pdf.metadata.json
2026-08-06T21:14:22.233512+00:00,D:\Nova Legal\Indian Legal\raw\UTdiv_Act_3112019_05B15D.pdf,D:\Nova Legal\Indian Legal\Category\unclassified\UTdiv_Act_3112019_05B15D.pdf,unclassified,0.612,rules,banking_and_finance_law,unknown,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,D:\Nova Legal\Indian Legal\Category\unclassified\UTdiv_Act_3112019_05B15D.pdf.metadata.json
2026-08-06T21:14:24.764150+00:00,D:\Nova Legal\Indian Legal\raw\Vice_presidents_pension_act19975B15D.pdf,D:\Nova Legal\Indian Legal\Category\amendment_acts\Vice_presidents_pension_act19975B15D.pdf,amendment_acts,0.728,rules,family_law,central_act,"THE VICE-PRESIDENT’S PENSION ACT, 1997",D:\Nova Legal\Indian Legal\Category\amendment_acts\Vice_presidents_pension_act19975B15D.pdf.metadata.json
2026-08-06T21:14:29.329131+00:00,D:\Nova Legal\Indian Legal\raw\VicePresidentActupto2018_090820185B15D.pdf,D:\Nova Legal\Indian Legal\Category\amendment_acts\VicePresidentActupto2018_090820185B15D.pdf,amendment_acts,0.728,rules,family_law,central_act,"THE VICE-PRESIDENT’S PENSION ACT, 1997",D:\Nova Legal\Indian Legal\Category\amendment_acts\VicePresidentActupto2018_090820185B15D.pdf.metadata.json
2026-08-06T21:14:33.914976+00:00,D:\Nova Legal\Indian Legal\raw\VicePresidentRulesupto2018_090820185B15D.pdf,D:\Nova Legal\Indian Legal\Category\unclassified\VicePresidentRulesupto2018_090820185B15D.pdf,unclassified,0.5766,rules,family_law,unknown,MINISTRY OF HOME AFFAIRS,D:\Nova Legal\Indian Legal\Category\unclassified\VicePresidentRulesupto2018_090820185B15D.pdf.metadata.json
2026-08-06T21:14:47.252877+00:00,D:\Nova Legal\Indian Legal\raw\WP-No.32027W.pdf,D:\Nova Legal\Indian Legal\Category\affidavits\WP-No.32027W.pdf,affidavits,0.6589,rules,constitutional_law,unknown,14.07.11 C.P.A.N. 1270 of 2010,D:\Nova Legal\Indian Legal\Category\affidavits\WP-No.32027W.pdf.metadata.json
2026-08-06T21:14:49.713037+00:00,D:\Nova Legal\Indian Legal\raw\Young_Persons_Harmful2520Publication_2520Act19565B15D.pdf,D:\Nova Legal\Indian Legal\Category\notifications\Young_Persons_Harmful2520Publication_2520Act19565B15D.pdf,notifications,0.7091,rules,criminal_law,notification,"THE YOUNG PERSONS (HARMFUL PUBLICATIONS) ACT,",D:\Nova Legal\Indian Legal\Category\notifications\Young_Persons_Harmful2520Publication_2520Act19565B15D.pdf.metadata.json
